Temp(C),Resistance(ohm)
97.5,730.29
97.55,729.21
97.6,728.14
97.65,727.06
97.7,725.99
97.75,724.92
97.8,723.85
97.85,722.78
97.9,721.72
97.95,720.65
98,719.59
98.05,718.53
98.1,717.47
98.15,716.42
98.2,715.36
98.25,714.31
98.3,713.26
98.35,712.21
98.4,711.17
98.45,710.12
98.5,709.08
98.55,708.04
98.6,707
98.65,705.96
98.7,704.92
98.75,703.89
98.8,702.85
98.85,701.82
98.9,700.79
98.95,699.77
99,698.74
99.05,697.72
99.1,696.7
99.15,695.68
99.2,694.66
99.25,693.64
99.3,692.63
99.35,691.61
99.4,690.6
99.45,689.59
99.5,688.58
99.55,687.58
99.6,686.57
99.65,685.57
99.7,684.57
99.75,683.57
99.8,682.57
99.85,681.58
99.9,680.58
99.95,679.59
100,678.6
100.05,677.61
100.1,676.62
100.15,675.64
100.2,674.65
100.25,673.67
100.3,672.69
100.35,671.71
100.4,670.73
100.45,669.76
100.5,668.79
100.55,667.81
100.6,666.84
100.65,665.87
100.7,664.91
100.75,663.94
100.8,662.98
100.85,662.01
100.9,661.05
100.95,660.09
101,659.14
101.05,658.18
101.1,657.23
101.15,656.27
101.2,655.32
101.25,654.37
101.3,653.43
101.35,652.48
101.4,651.54
101.45,650.59
101.5,649.65
101.55,648.71
101.6,647.77
101.65,646.84
101.7,645.9
101.75,644.97
101.8,644.04
101.85,643.11
101.9,642.18
101.95,641.25
102,640.33
102.05,639.4
102.1,638.48
102.15,637.56
102.2,636.64
102.25,635.72
102.3,634.81
102.35,633.89
102.4,632.98
102.45,632.07
102.5,631.16
102.55,630.25
102.6,629.35
102.65,628.44
102.7,627.54
102.75,626.63
102.8,625.73
102.85,624.83
102.9,623.94
102.95,623.04
103,622.15
103.05,621.25
103.1,620.36
103.15,619.47
103.2,618.58
103.25,617.7
103.3,616.81
103.35,615.93
103.4,615.05
103.45,614.16
103.5,613.28
103.55,612.41
103.6,611.53
103.65,610.66
103.7,609.78
103.75,608.91
103.8,608.04
103.85,607.17
103.9,606.3
103.95,605.44
104,604.57
104.05,603.71
104.1,602.85
104.15,601.98
104.2,601.13
104.25,600.27
104.3,599.41
104.35,598.56
104.4,597.7
104.45,596.85
104.5,596
104.55,595.15
104.6,594.31
104.65,593.46
104.7,592.61
104.75,591.77
104.8,590.93
104.85,590.09
104.9,589.25
104.95,588.41
105,587.58
105.05,586.74
105.1,585.91
105.15,585.08
105.2,584.25
105.25,583.42
105.3,582.59
105.35,581.76
105.4,580.94
105.45,580.11
105.5,579.29
105.55,578.47
105.6,577.65
105.65,576.83
105.7,576.01
105.75,575.2
105.8,574.38
105.85,573.57
105.9,572.76
105.95,571.95
106,571.14
106.05,570.33
106.1,569.53
106.15,568.72
106.2,567.92
106.25,567.12
106.3,566.32
106.35,565.52
106.4,564.72
106.45,563.92
106.5,563.13
106.55,562.33
106.6,561.54
106.65,560.75
106.7,559.96
106.75,559.17
106.8,558.38
106.85,557.6
106.9,556.81
106.95,556.03
107,555.25
107.05,554.47
107.1,553.69
107.15,552.91
107.2,552.13
107.25,551.35
107.3,550.58
107.35,549.81
107.4,549.03
107.45,548.26
107.5,547.49
107.55,546.73
107.6,545.96
107.65,545.19
107.7,544.43
107.75,543.67
107.8,542.9
107.85,542.14
107.9,541.38
107.95,540.63
108,539.87
108.05,539.11
108.1,538.36
108.15,537.61
108.2,536.85
108.25,536.1
108.3,535.35
108.35,534.61
108.4,533.86
108.45,533.11
108.5,532.37
108.55,531.63
108.6,530.88
108.65,530.14
108.7,529.4
108.75,528.67
108.8,527.93
108.85,527.19
108.9,526.46
108.95,525.72
109,524.99
109.05,524.26
109.1,523.53
109.15,522.8
109.2,522.08
109.25,521.35
109.3,520.62
109.35,519.9
109.4,519.18
109.45,518.46
109.5,517.74
109.55,517.02
109.6,516.3
109.65,515.58
109.7,514.87
109.75,514.15
109.8,513.44
109.85,512.73
109.9,512.01
109.95,511.31
110,510.6
110.05,509.89
110.1,509.18
110.15,508.48
110.2,507.77
110.25,507.07
110.3,506.37
110.35,505.67
110.4,504.97
110.45,504.27
110.5,503.57
110.55,502.88
110.6,502.18
110.65,501.49
110.7,500.8
110.75,500.1
110.8,499.41
110.85,498.73
110.9,498.04
110.95,497.35
111,496.66
111.05,495.98
111.1,495.3
111.15,494.61
111.2,493.93
111.25,493.25
111.3,492.57
111.35,491.89
111.4,491.22
111.45,490.54
111.5,489.87
111.55,489.19
111.6,488.52
111.65,487.85
111.7,487.18
111.75,486.51
111.8,485.84
111.85,485.17
111.9,484.51
111.95,483.84
112,483.18
112.05,482.52
112.1,481.85
112.15,481.19
112.2,480.53
112.25,479.87
112.3,479.22
112.35,478.56
112.4,477.9
112.45,477.25
112.5,476.6
112.55,475.94
112.6,475.29
112.65,474.64
112.7,473.99
112.75,473.35
112.8,472.7
112.85,472.05
112.9,471.41
112.95,470.76
113,470.12
113.05,469.48
113.1,468.84
113.15,468.2
113.2,467.56
113.25,466.92
113.3,466.29
113.35,465.65
113.4,465.02
113.45,464.38
113.5,463.75
113.55,463.12
113.6,462.49
113.65,461.86
113.7,461.23
113.75,460.6
113.8,459.98
113.85,459.35
113.9,458.73
113.95,458.1
114,457.48
114.05,456.86
114.1,456.24
114.15,455.62
114.2,455
114.25,454.38
114.3,453.77
114.35,453.15
114.4,452.54
114.45,451.92
114.5,451.31
114.55,450.7
114.6,450.09
114.65,449.48
114.7,448.87
114.75,448.26
114.8,447.66
114.85,447.05
114.9,446.45
114.95,445.84
115,445.24
115.05,444.64
115.1,444.04
115.15,443.44
115.2,442.84
115.25,442.24
115.3,441.64
115.35,441.05
115.4,440.45
115.45,439.86
115.5,439.26
115.55,438.67
115.6,438.08
115.65,437.49
115.7,436.9
115.75,436.31
115.8,435.72
115.85,435.14
115.9,434.55
115.95,433.97
116,433.38
116.05,432.8
116.1,432.22
116.15,431.64
116.2,431.06
116.25,430.48
116.3,429.9
116.35,429.32
116.4,428.74
116.45,428.17
116.5,427.59
116.55,427.02
116.6,426.45
116.65,425.88
116.7,425.3
116.75,424.73
116.8,424.17
116.85,423.6
116.9,423.03
116.95,422.46
117,421.9
117.05,421.33
117.1,420.77
117.15,420.21
117.2,419.64
117.25,419.08
117.3,418.52
117.35,417.96
117.4,417.4
117.45,416.85
117.5,416.29
117.55,415.73
117.6,415.18
117.65,414.62
117.7,414.07
117.75,413.52
117.8,412.97
117.85,412.42
117.9,411.87
117.95,411.32
118,410.77
118.05,410.22
118.1,409.68
118.15,409.13
118.2,408.59
118.25,408.04
118.3,407.5
118.35,406.96
118.4,406.42
118.45,405.88
118.5,405.34
118.55,404.8
118.6,404.26
118.65,403.72
118.7,403.19
118.75,402.65
118.8,402.12
118.85,401.58
118.9,401.05
118.95,400.52
119,399.99
119.05,399.46
119.1,398.93
119.15,398.4
119.2,397.87
119.25,397.35
119.3,396.82
119.35,396.29
119.4,395.77
119.45,395.25
119.5,394.72
119.55,394.2
119.6,393.68
119.65,393.16
119.7,392.64
119.75,392.12
119.8,391.6
119.85,391.09
119.9,390.57
119.95,390.05
120,389.54
120.05,389.03
120.1,388.51
120.15,388
120.2,387.49
120.25,386.98
120.3,386.47
120.35,385.96
120.4,385.45
120.45,384.94
120.5,384.44
120.55,383.93
120.6,383.43
120.65,382.92
120.7,382.42
120.75,381.91
120.8,381.41
120.85,380.91
120.9,380.41
120.95,379.91
121,379.41
121.05,378.91
121.1,378.42
121.15,377.92
121.2,377.42
121.25,376.93
121.3,376.44
121.35,375.94
121.4,375.45
121.45,374.96
121.5,374.47
121.55,373.98
121.6,373.49
121.65,373
121.7,372.51
121.75,372.02
121.8,371.53
121.85,371.05
121.9,370.56
121.95,370.08
122,369.6
122.05,369.11
122.1,368.63
122.15,368.15
122.2,367.67
122.25,367.19
122.3,366.71
122.35,366.23
122.4,365.75
122.45,365.28
122.5,364.8
122.55,364.32
122.6,363.85
122.65,363.38
122.7,362.9
122.75,362.43
122.8,361.96
122.85,361.49
122.9,361.02
122.95,360.55
123,360.08
123.05,359.61
123.1,359.14
123.15,358.68
123.2,358.21
123.25,357.74
123.3,357.28
123.35,356.82
123.4,356.35
123.45,355.89
123.5,355.43
123.55,354.97
123.6,354.51
123.65,354.05
123.7,353.59
123.75,353.13
123.8,352.67
123.85,352.22
123.9,351.76
123.95,351.3
124,350.85
124.05,350.4
124.1,349.94
124.15,349.49
124.2,349.04
124.25,348.59
124.3,348.14
124.35,347.69
124.4,347.24
124.45,346.79
124.5,346.34
124.55,345.89
124.6,345.45
124.65,345
124.7,344.56
124.75,344.11
124.8,343.67
124.85,343.23
124.9,342.78
124.95,342.34
125,341.9
125.05,341.46
125.1,341.02
125.15,340.58
125.2,340.14
125.25,339.71
125.3,339.27
125.35,338.83
125.4,338.4
125.45,337.96
125.5,337.53
125.55,337.09
125.6,336.66
125.65,336.23
125.7,335.8
125.75,335.36
125.8,334.93
125.85,334.5
125.9,334.08
125.95,333.65
126,333.22
126.05,332.79
126.1,332.37
126.15,331.94
126.2,331.52
126.25,331.09
126.3,330.67
126.35,330.24
126.4,329.82
126.45,329.4
126.5,328.98
126.55,328.56
126.6,328.14
126.65,327.72
126.7,327.3
126.75,326.88
126.8,326.46
126.85,326.05
126.9,325.63
126.95,325.21
127,324.8
127.05,324.39
127.1,323.97
127.15,323.56
127.2,323.15
127.25,322.73
127.3,322.32
127.35,321.91
127.4,321.5
127.45,321.09
127.5,320.68
127.55,320.28
127.6,319.87
127.65,319.46
127.7,319.06
127.75,318.65
127.8,318.24
127.85,317.84
127.9,317.44
127.95,317.03
128,316.63
128.05,316.23
128.1,315.83
128.15,315.43
128.2,315.03
128.25,314.63
128.3,314.23
128.35,313.83
128.4,313.43
128.45,313.03
128.5,312.64
128.55,312.24
128.6,311.85
128.65,311.45
128.7,311.06
128.75,310.66
128.8,310.27
128.85,309.88
128.9,309.49
128.95,309.09
129,308.7
129.05,308.31
129.1,307.92
129.15,307.54
129.2,307.15
129.25,306.76
129.3,306.37
129.35,305.99
129.4,305.6
129.45,305.21
129.5,304.83
129.55,304.44
129.6,304.06
129.65,303.68
129.7,303.3
129.75,302.91
129.8,302.53
129.85,302.15
129.9,301.77
129.95,301.39
130,301.01
130.05,300.63
130.1,300.26
130.15,299.88
130.2,299.5
130.25,299.12
130.3,298.75
130.35,298.37
130.4,298
130.45,297.62
130.5,297.25
130.55,296.88
130.6,296.51
130.65,296.13
130.7,295.76
130.75,295.39
130.8,295.02
130.85,294.65
130.9,294.28
130.95,293.91
131,293.55
131.05,293.18
131.1,292.81
131.15,292.45
131.2,292.08
131.25,291.71
131.3,291.35
131.35,290.99
131.4,290.62
131.45,290.26
131.5,289.9
131.55,289.53
131.6,289.17
131.65,288.81
131.7,288.45
131.75,288.09
131.8,287.73
131.85,287.37
131.9,287.01
131.95,286.66
132,286.3
132.05,285.94
132.1,285.59
132.15,285.23
132.2,284.88
132.25,284.52
132.3,284.17
132.35,283.81
132.4,283.46
132.45,283.11
132.5,282.76
132.55,282.4
132.6,282.05
132.65,281.7
132.7,281.35
132.75,281
132.8,280.65
132.85,280.31
132.9,279.96
132.95,279.61
133,279.26
133.05,278.92
133.1,278.57
133.15,278.23
133.2,277.88
133.25,277.54
133.3,277.19
133.35,276.85
133.4,276.51
133.45,276.17
133.5,275.82
133.55,275.48
133.6,275.14
133.65,274.8
133.7,274.46
133.75,274.12
133.8,273.78
133.85,273.45
133.9,273.11
133.95,272.77
134,272.43
134.05,272.1
134.1,271.76
134.15,271.43
134.2,271.09
134.25,270.76
134.3,270.42
134.35,270.09
134.4,269.76
134.45,269.42
134.5,269.09
134.55,268.76
134.6,268.43
134.65,268.1
134.7,267.77
134.75,267.44
134.8,267.11
134.85,266.78
134.9,266.45
134.95,266.13
135,265.8
