Temp(C),Resistance(ohm)
17.55,13965.93
17.6,13933.96
17.65,13902.07
17.7,13870.27
17.75,13838.55
17.8,13806.91
17.85,13775.35
17.9,13743.87
17.95,13712.48
18,13681.17
18.05,13649.93
18.1,13618.78
18.15,13587.71
18.2,13556.72
18.25,13525.81
18.3,13494.97
18.35,13464.22
18.4,13433.55
18.45,13402.95
18.5,13372.44
18.55,13342
18.6,13311.64
18.65,13281.36
18.7,13251.16
18.75,13221.04
18.8,13190.99
18.85,13161.02
18.9,13131.13
18.95,13101.31
19,13071.57
19.05,13041.91
19.1,13012.32
19.15,12982.81
19.2,12953.37
19.25,12924.01
19.3,12894.73
19.35,12865.52
19.4,12836.38
19.45,12807.33
19.5,12778.34
19.55,12749.43
19.6,12720.59
19.65,12691.83
19.7,12663.14
19.75,12634.52
19.8,12605.98
19.85,12577.51
19.9,12549.11
19.95,12520.79
20,12492.53
20.05,12464.35
20.1,12436.24
20.15,12408.21
20.2,12380.24
20.25,12352.35
20.3,12324.52
20.35,12296.77
20.4,12269.09
20.45,12241.48
20.5,12213.94
20.55,12186.47
20.6,12159.07
20.65,12131.74
20.7,12104.48
20.75,12077.29
20.8,12050.17
20.85,12023.11
20.9,11996.13
20.95,11969.21
21,11942.36
21.05,11915.58
21.1,11888.87
21.15,11862.23
21.2,11835.65
21.25,11809.14
21.3,11782.7
21.35,11756.33
21.4,11730.02
21.45,11703.78
21.5,11677.6
21.55,11651.5
21.6,11625.45
21.65,11599.48
21.7,11573.57
21.75,11547.72
21.8,11521.94
21.85,11496.23
21.9,11470.58
21.95,11445
22,11419.48
22.05,11394.02
22.1,11368.63
22.15,11343.3
22.2,11318.04
22.25,11292.84
22.3,11267.7
22.35,11242.63
22.4,11217.62
22.45,11192.67
22.5,11167.79
22.55,11142.97
22.6,11118.21
22.65,11093.52
22.7,11068.88
22.75,11044.31
22.8,11019.8
22.85,10995.35
22.9,10970.96
22.95,10946.64
23,10922.37
23.05,10898.17
23.1,10874.03
23.15,10849.94
23.2,10825.92
23.25,10801.96
23.3,10778.06
23.35,10754.22
23.4,10730.44
23.45,10706.71
23.5,10683.05
23.55,10659.45
23.6,10635.9
23.65,10612.42
23.7,10588.99
23.75,10565.62
23.8,10542.31
23.85,10519.06
23.9,10495.87
23.95,10472.73
24,10449.66
24.05,10426.64
24.1,10403.67
24.15,10380.77
24.2,10357.92
24.25,10335.13
24.3,10312.4
24.35,10289.72
24.4,10267.1
24.45,10244.53
24.5,10222.02
24.55,10199.57
24.6,10177.18
24.65,10154.84
24.7,10132.55
24.75,10110.32
24.8,10088.15
24.85,10066.03
24.9,10043.96
24.95,10021.95
25,10000
25.05,9978.1
25.1,9956.25
25.15,9934.46
25.2,9912.73
25.25,9891.04
25.3,9869.41
25.35,9847.84
25.4,9826.31
25.45,9804.85
25.5,9783.43
25.55,9762.07
25.6,9740.76
25.65,9719.5
25.7,9698.29
25.75,9677.14
25.8,9656.04
25.85,9634.99
25.9,9614
25.95,9593.06
26,9572.16
26.05,9551.32
26.1,9530.53
26.15,9509.8
26.2,9489.11
26.25,9468.48
26.3,9447.89
26.35,9427.36
26.4,9406.87
26.45,9386.44
26.5,9366.06
26.55,9345.73
26.6,9325.45
26.65,9305.21
26.7,9285.03
26.75,9264.9
26.8,9244.82
26.85,9224.78
26.9,9204.8
26.95,9184.86
27,9164.98
27.05,9145.14
27.1,9125.35
27.15,9105.61
27.2,9085.92
27.25,9066.28
27.3,9046.68
27.35,9027.13
27.4,9007.64
27.45,8988.18
27.5,8968.78
27.55,8949.42
27.6,8930.12
27.65,8910.85
27.7,8891.64
27.75,8872.47
27.8,8853.35
27.85,8834.28
27.9,8815.25
27.95,8796.27
28,8777.34
28.05,8758.45
28.1,8739.61
28.15,8720.81
28.2,8702.06
28.25,8683.36
28.3,8664.7
28.35,8646.09
28.4,8627.52
28.45,8609
28.5,8590.52
28.55,8572.09
28.6,8553.7
28.65,8535.36
28.7,8517.06
28.75,8498.81
28.8,8480.6
28.85,8462.44
28.9,8444.32
28.95,8426.24
29,8408.21
29.05,8390.22
29.1,8372.28
29.15,8354.38
29.2,8336.52
29.25,8318.7
29.3,8300.93
29.35,8283.21
29.4,8265.52
29.45,8247.88
29.5,8230.28
29.55,8212.72
29.6,8195.21
29.65,8177.74
29.7,8160.31
29.75,8142.92
29.8,8125.58
29.85,8108.27
29.9,8091.01
29.95,8073.79
30,8056.61
30.05,8039.48
30.1,8022.38
30.15,8005.33
30.2,7988.32
30.25,7971.35
30.3,7954.42
30.35,7937.53
30.4,7920.68
30.45,7903.87
30.5,7887.1
30.55,7870.37
30.6,7853.69
30.65,7837.04
30.7,7820.43
30.75,7803.87
30.8,7787.34
30.85,7770.85
30.9,7754.41
30.95,7738
31,7721.63
31.05,7705.3
31.1,7689.01
31.15,7672.76
31.2,7656.55
31.25,7640.38
31.3,7624.24
31.35,7608.15
31.4,7592.09
31.45,7576.07
31.5,7560.09
31.55,7544.15
31.6,7528.25
31.65,7512.39
31.7,7496.56
31.75,7480.77
31.8,7465.02
31.85,7449.31
31.9,7433.63
31.95,7417.99
32,7402.39
32.05,7386.83
32.1,7371.3
32.15,7355.81
32.2,7340.36
32.25,7324.94
32.3,7309.56
32.35,7294.22
32.4,7278.92
32.45,7263.65
32.5,7248.42
32.55,7233.22
32.6,7218.06
32.65,7202.94
32.7,7187.85
32.75,7172.8
32.8,7157.78
32.85,7142.8
32.9,7127.86
32.95,7112.95
33,7098.07
33.05,7083.24
33.1,7068.43
33.15,7053.67
33.2,7038.93
33.25,7024.24
33.3,7009.57
33.35,6994.95
33.4,6980.35
33.45,6965.79
33.5,6951.27
33.55,6936.78
33.6,6922.33
33.65,6907.9
33.7,6893.52
33.75,6879.17
33.8,6864.85
33.85,6850.56
33.9,6836.31
33.95,6822.09
34,6807.91
34.05,6793.76
34.1,6779.64
34.15,6765.56
34.2,6751.51
34.25,6737.49
34.3,6723.51
34.35,6709.56
34.4,6695.64
34.45,6681.76
34.5,6667.91
34.55,6654.09
34.6,6640.3
34.65,6626.55
34.7,6612.82
34.75,6599.14
34.8,6585.48
34.85,6571.85
34.9,6558.26
34.95,6544.7
35,6531.17
35.05,6517.67
35.1,6504.21
35.15,6490.77
35.2,6477.37
35.25,6464
35.3,6450.66
35.35,6437.35
35.4,6424.08
35.45,6410.83
35.5,6397.62
35.55,6384.43
35.6,6371.28
35.65,6358.16
35.7,6345.07
35.75,6332.01
35.8,6318.98
35.85,6305.98
35.9,6293.01
35.95,6280.07
36,6267.17
36.05,6254.29
36.1,6241.44
36.15,6228.62
36.2,6215.83
36.25,6203.08
36.3,6190.35
36.35,6177.65
36.4,6164.98
36.45,6152.34
36.5,6139.73
36.55,6127.15
36.6,6114.6
36.65,6102.08
36.7,6089.59
36.75,6077.13
36.8,6064.69
36.85,6052.29
36.9,6039.91
36.95,6027.56
37,6015.25
37.05,6002.96
37.1,5990.7
37.15,5978.46
37.2,5966.26
37.25,5954.08
37.3,5941.93
37.35,5929.82
37.4,5917.72
37.45,5905.66
37.5,5893.63
37.55,5881.62
37.6,5869.64
37.65,5857.69
37.7,5845.76
37.75,5833.87
37.8,5822
37.85,5810.16
37.9,5798.35
37.95,5786.56
38,5774.8
38.05,5763.07
38.1,5751.36
38.15,5739.69
38.2,5728.04
38.25,5716.41
38.3,5704.82
38.35,5693.25
38.4,5681.7
38.45,5670.19
38.5,5658.7
38.55,5647.23
38.6,5635.8
38.65,5624.39
38.7,5613
38.75,5601.65
38.8,5590.31
38.85,5579.01
38.9,5567.73
38.95,5556.48
39,5545.25
39.05,5534.05
39.1,5522.87
39.15,5511.72
39.2,5500.6
39.25,5489.5
39.3,5478.42
39.35,5467.38
39.4,5456.35
39.45,5445.36
39.5,5434.38
39.55,5423.44
39.6,5412.52
39.65,5401.62
39.7,5390.75
39.75,5379.9
39.8,5369.08
39.85,5358.28
39.9,5347.51
39.95,5336.76
40,5326.04
40.05,5315.34
40.1,5304.67
40.15,5294.02
40.2,5283.4
40.25,5272.8
40.3,5262.22
40.35,5251.67
40.4,5241.14
40.45,5230.64
40.5,5220.16
40.55,5209.7
40.6,5199.27
40.65,5188.86
40.7,5178.48
40.75,5168.12
40.8,5157.78
40.85,5147.46
40.9,5137.17
40.95,5126.91
41,5116.67
41.05,5106.45
41.1,5096.25
41.15,5086.08
41.2,5075.93
41.25,5065.8
41.3,5055.7
41.35,5045.61
41.4,5035.56
41.45,5025.52
41.5,5015.51
41.55,5005.52
41.6,4995.55
41.65,4985.61
41.7,4975.69
41.75,4965.79
41.8,4955.91
41.85,4946.06
41.9,4936.23
41.95,4926.42
42,4916.63
42.05,4906.86
42.1,4897.12
42.15,4887.4
42.2,4877.7
42.25,4868.02
42.3,4858.37
42.35,4848.74
42.4,4839.12
42.45,4829.54
42.5,4819.97
42.55,4810.42
42.6,4800.9
42.65,4791.39
42.7,4781.91
42.75,4772.45
42.8,4763.01
42.85,4753.6
42.9,4744.2
42.95,4734.82
43,4725.47
43.05,4716.14
43.1,4706.83
43.15,4697.53
43.2,4688.26
43.25,4679.02
43.3,4669.79
43.35,4660.58
43.4,4651.39
43.45,4642.23
43.5,4633.08
43.55,4623.96
43.6,4614.85
43.65,4605.77
43.7,4596.71
43.75,4587.66
43.8,4578.64
43.85,4569.64
43.9,4560.66
43.95,4551.69
44,4542.75
44.05,4533.83
44.1,4524.93
44.15,4516.05
44.2,4507.18
44.25,4498.34
44.3,4489.52
44.35,4480.72
44.4,4471.93
44.45,4463.17
44.5,4454.43
44.55,4445.7
44.6,4437
44.65,4428.31
44.7,4419.65
44.75,4411
44.8,4402.37
44.85,4393.77
44.9,4385.18
44.95,4376.61
45,4368.06
45.05,4359.53
45.1,4351.02
45.15,4342.52
45.2,4334.05
45.25,4325.59
45.3,4317.16
45.35,4308.74
45.4,4300.34
45.45,4291.96
45.5,4283.6
45.55,4275.26
45.6,4266.93
45.65,4258.63
45.7,4250.34
45.75,4242.07
45.8,4233.82
45.85,4225.59
45.9,4217.38
45.95,4209.18
46,4201
46.05,4192.84
46.1,4184.7
46.15,4176.58
46.2,4168.47
46.25,4160.39
46.3,4152.32
46.35,4144.27
46.4,4136.23
46.45,4128.22
46.5,4120.22
46.55,4112.24
46.6,4104.28
46.65,4096.33
46.7,4088.41
46.75,4080.5
46.8,4072.6
46.85,4064.73
46.9,4056.87
46.95,4049.03
47,4041.21
47.05,4033.4
47.1,4025.62
47.15,4017.85
47.2,4010.09
47.25,4002.36
47.3,3994.64
47.35,3986.93
47.4,3979.25
47.45,3971.58
47.5,3963.93
47.55,3956.29
47.6,3948.67
47.65,3941.07
47.7,3933.49
47.75,3925.92
47.8,3918.37
47.85,3910.84
47.9,3903.32
47.95,3895.82
48,3888.33
48.05,3880.86
48.1,3873.41
48.15,3865.97
48.2,3858.56
48.25,3851.15
48.3,3843.77
48.35,3836.39
48.4,3829.04
48.45,3821.7
48.5,3814.38
48.55,3807.07
48.6,3799.78
48.65,3792.51
48.7,3785.25
48.75,3778.01
48.8,3770.78
48.85,3763.57
48.9,3756.38
48.95,3749.2
49,3742.03
49.05,3734.88
49.1,3727.75
49.15,3720.64
49.2,3713.53
49.25,3706.45
49.3,3699.38
49.35,3692.32
49.4,3685.28
49.45,3678.26
49.5,3671.25
49.55,3664.26
49.6,3657.28
49.65,3650.32
49.7,3643.37
49.75,3636.44
49.8,3629.52
49.85,3622.62
49.9,3615.73
49.95,3608.86
50,3602
50.05,3595.16
50.1,3588.33
50.15,3581.52
50.2,3574.72
50.25,3567.94
50.3,3561.17
50.35,3554.41
50.4,3547.67
50.45,3540.95
50.5,3534.24
50.55,3527.54
50.6,3520.86
50.65,3514.2
50.7,3507.54
50.75,3500.91
50.8,3494.28
50.85,3487.68
50.9,3481.08
50.95,3474.5
51,3467.93
51.05,3461.38
51.1,3454.85
51.15,3448.32
51.2,3441.81
51.25,3435.32
51.3,3428.84
51.35,3422.37
51.4,3415.92
51.45,3409.48
51.5,3403.05
51.55,3396.64
51.6,3390.24
51.65,3383.86
51.7,3377.49
51.75,3371.13
51.8,3364.79
51.85,3358.46
51.9,3352.14
51.95,3345.84
52,3339.55
52.05,3333.28
52.1,3327.02
52.15,3320.77
52.2,3314.54
52.25,3308.32
52.3,3302.11
52.35,3295.91
52.4,3289.73
52.45,3283.57
52.5,3277.41
52.55,3271.27
52.6,3265.14
52.65,3259.03
52.7,3252.93
52.75,3246.84
52.8,3240.76
52.85,3234.7
52.9,3228.65
52.95,3222.61
53,3216.59
53.05,3210.58
53.1,3204.58
53.15,3198.6
53.2,3192.62
53.25,3186.66
53.3,3180.72
53.35,3174.78
53.4,3168.86
53.45,3162.95
53.5,3157.06
53.55,3151.18
53.6,3145.3
53.65,3139.45
53.7,3133.6
53.75,3127.77
53.8,3121.95
53.85,3116.14
53.9,3110.34
53.95,3104.56
54,3098.79
54.05,3093.03
54.1,3087.28
54.15,3081.55
54.2,3075.82
54.25,3070.11
54.3,3064.42
54.35,3058.73
54.4,3053.06
54.45,3047.4
54.5,3041.75
54.55,3036.11
54.6,3030.48
54.65,3024.87
54.7,3019.27
54.75,3013.68
54.8,3008.1
54.85,3002.53
54.9,2996.98
54.95,2991.44
55,2985.91
55.05,2980.39
55.1,2974.88
55.15,2969.38
55.2,2963.9
55.25,2958.43
55.3,2952.97
55.35,2947.52
55.4,2942.08
55.45,2936.65
55.5,2931.24
55.55,2925.83
55.6,2920.44
55.65,2915.06
55.7,2909.69
55.75,2904.34
55.8,2898.99
55.85,2893.65
55.9,2888.33
55.95,2883.02
56,2877.72
56.05,2872.43
56.1,2867.15
56.15,2861.88
56.2,2856.62
56.25,2851.38
56.3,2846.14
56.35,2840.92
56.4,2835.7
56.45,2830.5
56.5,2825.31
56.55,2820.13
56.6,2814.96
56.65,2809.81
56.7,2804.66
56.75,2799.52
56.8,2794.4
56.85,2789.28
56.9,2784.18
56.95,2779.08
57,2774
57.05,2768.93
57.1,2763.87
57.15,2758.82
57.2,2753.78
57.25,2748.75
57.3,2743.73
57.35,2738.72
57.4,2733.72
57.45,2728.73
57.5,2723.76
57.55,2718.79
57.6,2713.83
57.65,2708.89
57.7,2703.95
57.75,2699.03
57.8,2694.11
57.85,2689.21
57.9,2684.31
57.95,2679.43
58,2674.55
58.05,2669.69
58.1,2664.84
58.15,2659.99
58.2,2655.16
58.25,2650.34
58.3,2645.52
58.35,2640.72
58.4,2635.93
58.45,2631.14
58.5,2626.37
58.55,2621.61
58.6,2616.85
58.65,2612.11
58.7,2607.38
58.75,2602.65
58.8,2597.94
58.85,2593.23
58.9,2588.54
58.95,2583.85
59,2579.18
59.05,2574.51
59.1,2569.86
59.15,2565.21
59.2,2560.58
59.25,2555.95
59.3,2551.33
59.35,2546.73
59.4,2542.13
59.45,2537.54
59.5,2532.96
59.55,2528.39
59.6,2523.83
59.65,2519.28
59.7,2514.74
59.75,2510.21
59.8,2505.69
59.85,2501.17
59.9,2496.67
59.95,2492.18
60,2487.69
60.05,2483.22
60.1,2478.75
60.15,2474.29
60.2,2469.85
60.25,2465.41
60.3,2460.98
60.35,2456.56
60.4,2452.15
60.45,2447.74
60.5,2443.35
60.55,2438.97
60.6,2434.59
60.65,2430.23
60.7,2425.87
60.75,2421.52
60.8,2417.18
60.85,2412.85
60.9,2408.53
60.95,2404.22
61,2399.91
61.05,2395.62
61.1,2391.33
61.15,2387.06
61.2,2382.79
61.25,2378.53
61.3,2374.28
61.35,2370.04
61.4,2365.8
61.45,2361.58
61.5,2357.36
61.55,2353.16
61.6,2348.96
61.65,2344.77
61.7,2340.59
61.75,2336.41
61.8,2332.25
61.85,2328.09
61.9,2323.95
61.95,2319.81
62,2315.68
62.05,2311.56
62.1,2307.44
62.15,2303.34
62.2,2299.24
62.25,2295.15
62.3,2291.08
62.35,2287
62.4,2282.94
62.45,2278.89
62.5,2274.84
62.55,2270.8
62.6,2266.77
62.65,2262.75
62.7,2258.74
62.75,2254.73
62.8,2250.73
62.85,2246.74
62.9,2242.76
62.95,2238.79
63,2234.83
63.05,2230.87
63.1,2226.92
63.15,2222.98
63.2,2219.05
63.25,2215.12
63.3,2211.21
63.35,2207.3
63.4,2203.4
63.45,2199.51
63.5,2195.62
63.55,2191.74
63.6,2187.88
63.65,2184.01
63.7,2180.16
63.75,2176.32
63.8,2172.48
63.85,2168.65
63.9,2164.83
63.95,2161.01
64,2157.21
64.05,2153.41
64.1,2149.62
64.15,2145.83
64.2,2142.06
64.25,2138.29
64.3,2134.53
64.35,2130.77
64.4,2127.03
64.45,2123.29
64.5,2119.56
64.55,2115.84
64.6,2112.12
64.65,2108.42
64.7,2104.72
64.75,2101.02
64.8,2097.34
64.85,2093.66
64.9,2089.99
64.95,2086.33
65,2082.67
65.05,2079.02
65.1,2075.38
65.15,2071.75
65.2,2068.12
65.25,2064.5
65.3,2060.89
65.35,2057.29
65.4,2053.69
65.45,2050.1
65.5,2046.52
65.55,2042.94
65.6,2039.37
65.65,2035.81
65.7,2032.26
65.75,2028.71
65.8,2025.17
65.85,2021.64
65.9,2018.12
65.95,2014.6
66,2011.09
66.05,2007.58
66.1,2004.08
66.15,2000.59
66.2,1997.11
66.25,1993.64
66.3,1990.17
66.35,1986.7
66.4,1983.25
66.45,1979.8
66.5,1976.36
66.55,1972.92
66.6,1969.5
66.65,1966.08
66.7,1962.66
66.75,1959.26
66.8,1955.85
66.85,1952.46
66.9,1949.07
66.95,1945.69
67,1942.32
67.05,1938.95
67.1,1935.59
67.15,1932.24
67.2,1928.9
67.25,1925.56
67.3,1922.22
67.35,1918.9
67.4,1915.58
67.45,1912.26
67.5,1908.96
67.55,1905.66
67.6,1902.36
67.65,1899.08
67.7,1895.8
67.75,1892.52
67.8,1889.26
67.85,1885.99
67.9,1882.74
67.95,1879.49
68,1876.25
68.05,1873.02
68.1,1869.79
68.15,1866.57
68.2,1863.35
68.25,1860.14
68.3,1856.94
68.35,1853.74
68.4,1850.55
68.45,1847.37
68.5,1844.19
68.55,1841.02
68.6,1837.85
68.65,1834.7
68.7,1831.54
68.75,1828.4
68.8,1825.26
68.85,1822.12
68.9,1819
68.95,1815.87
69,1812.76
69.05,1809.65
69.1,1806.55
69.15,1803.45
69.2,1800.36
69.25,1797.28
69.3,1794.2
69.35,1791.13
69.4,1788.06
69.45,1785
69.5,1781.94
69.55,1778.9
69.6,1775.85
69.65,1772.82
69.7,1769.79
69.75,1766.76
69.8,1763.75
69.85,1760.73
69.9,1757.73
69.95,1754.73
70,1751.73
70.05,1748.74
70.1,1745.76
70.15,1742.78
70.2,1739.81
70.25,1736.85
70.3,1733.89
70.35,1730.94
70.4,1727.99
70.45,1725.05
70.5,1722.11
70.55,1719.18
70.6,1716.25
70.65,1713.34
70.7,1710.42
70.75,1707.52
70.8,1704.61
70.85,1701.72
70.9,1698.83
70.95,1695.94
71,1693.06
71.05,1690.19
71.1,1687.32
71.15,1684.46
71.2,1681.6
71.25,1678.75
71.3,1675.91
71.35,1673.07
71.4,1670.23
71.45,1667.4
71.5,1664.58
71.55,1661.76
71.6,1658.95
71.65,1656.14
71.7,1653.34
71.75,1650.55
71.8,1647.76
71.85,1644.97
71.9,1642.19
71.95,1639.42
72,1636.65
72.05,1633.89
72.1,1631.13
72.15,1628.38
72.2,1625.63
72.25,1622.89
72.3,1620.15
72.35,1617.42
72.4,1614.69
72.45,1611.97
72.5,1609.26
72.55,1606.55
72.6,1603.84
72.65,1601.15
72.7,1598.45
72.75,1595.76
72.8,1593.08
72.85,1590.4
72.9,1587.73
72.95,1585.06
73,1582.4
73.05,1579.74
73.1,1577.09
73.15,1574.44
73.2,1571.8
73.25,1569.16
73.3,1566.53
73.35,1563.9
73.4,1561.28
73.45,1558.66
73.5,1556.05
73.55,1553.44
73.6,1550.84
73.65,1548.25
73.7,1545.65
73.75,1543.07
73.8,1540.49
73.85,1537.91
73.9,1535.34
73.95,1532.77
74,1530.21
74.05,1527.65
74.1,1525.1
74.15,1522.55
74.2,1520.01
74.25,1517.47
74.3,1514.94
74.35,1512.42
74.4,1509.89
74.45,1507.38
74.5,1504.86
74.55,1502.35
74.6,1499.85
74.65,1497.35
74.7,1494.86
74.75,1492.37
74.8,1489.89
74.85,1487.41
74.9,1484.93
74.95,1482.46
75,1480
75.05,1477.53
75.1,1475.07
75.15,1472.62
75.2,1470.16
75.25,1467.72
75.3,1465.27
75.35,1462.84
75.4,1460.4
75.45,1457.98
75.5,1455.55
75.55,1453.13
75.6,1450.72
75.65,1448.31
75.7,1445.91
75.75,1443.51
75.8,1441.11
75.85,1438.72
75.9,1436.33
75.95,1433.95
76,1431.58
76.05,1429.2
76.1,1426.84
76.15,1424.47
76.2,1422.11
76.25,1419.76
76.3,1417.41
76.35,1415.07
76.4,1412.73
76.45,1410.39
76.5,1408.06
76.55,1405.73
76.6,1403.41
76.65,1401.09
76.7,1398.78
76.75,1396.47
76.8,1394.17
76.85,1391.87
76.9,1389.57
76.95,1387.28
77,1384.99
77.05,1382.71
77.1,1380.43
77.15,1378.16
77.2,1375.89
77.25,1373.63
77.3,1371.36
77.35,1369.11
77.4,1366.86
77.45,1364.61
77.5,1362.37
77.55,1360.13
77.6,1357.89
77.65,1355.66
77.7,1353.44
77.75,1351.22
77.8,1349
77.85,1346.78
77.9,1344.58
77.95,1342.37
78,1340.17
78.05,1337.97
78.1,1335.78
78.15,1333.59
78.2,1331.41
78.25,1329.23
78.3,1327.06
78.35,1324.89
78.4,1322.72
78.45,1320.56
78.5,1318.4
78.55,1316.24
78.6,1314.09
78.65,1311.95
78.7,1309.8
78.75,1307.67
78.8,1305.53
78.85,1303.4
78.9,1301.28
78.95,1299.15
79,1297.04
79.05,1294.92
79.1,1292.81
79.15,1290.71
79.2,1288.6
79.25,1286.51
79.3,1284.41
79.35,1282.32
79.4,1280.24
79.45,1278.16
79.5,1276.08
79.55,1274
79.6,1271.93
79.65,1269.87
79.7,1267.81
79.75,1265.75
79.8,1263.69
79.85,1261.64
79.9,1259.6
79.95,1257.55
80,1255.51
80.05,1253.48
80.1,1251.45
80.15,1249.42
80.2,1247.4
80.25,1245.38
80.3,1243.36
80.35,1241.35
80.4,1239.34
80.45,1237.34
80.5,1235.34
80.55,1233.34
80.6,1231.35
80.65,1229.36
80.7,1227.37
80.75,1225.39
80.8,1223.41
80.85,1221.44
80.9,1219.47
80.95,1217.5
81,1215.54
81.05,1213.58
81.1,1211.62
81.15,1209.67
81.2,1207.72
81.25,1205.78
81.3,1203.84
81.35,1201.9
81.4,1199.97
81.45,1198.04
81.5,1196.11
81.55,1194.19
81.6,1192.27
81.65,1190.35
81.7,1188.44
81.75,1186.53
81.8,1184.63
81.85,1182.73
81.9,1180.83
81.95,1178.94
82,1177.04
82.05,1175.16
82.1,1173.27
82.15,1171.39
82.2,1169.52
82.25,1167.65
82.3,1165.78
82.35,1163.91
82.4,1162.05
82.45,1160.19
82.5,1158.33
82.55,1156.48
82.6,1154.63
82.65,1152.79
82.7,1150.95
82.75,1149.11
82.8,1147.27
82.85,1145.44
82.9,1143.61
82.95,1141.79
83,1139.97
83.05,1138.15
83.1,1136.34
83.15,1134.53
83.2,1132.72
83.25,1130.92
83.3,1129.11
83.35,1127.32
83.4,1125.52
83.45,1123.73
83.5,1121.95
83.55,1120.16
83.6,1118.38
83.65,1116.6
83.7,1114.83
83.75,1113.06
83.8,1111.29
83.85,1109.53
83.9,1107.77
83.95,1106.01
84,1104.25
84.05,1102.5
84.1,1100.75
84.15,1099.01
84.2,1097.27
84.25,1095.53
84.3,1093.8
84.35,1092.06
84.4,1090.34
84.45,1088.61
84.5,1086.89
84.55,1085.17
84.6,1083.45
84.65,1081.74
84.7,1080.03
84.75,1078.32
84.8,1076.62
84.85,1074.92
84.9,1073.23
84.95,1071.53
85,1069.84
85.05,1068.15
85.1,1066.47
85.15,1064.79
85.2,1063.11
85.25,1061.43
85.3,1059.76
85.35,1058.09
85.4,1056.43
85.45,1054.77
85.5,1053.11
85.55,1051.45
85.6,1049.8
85.65,1048.15
85.7,1046.5
85.75,1044.85
85.8,1043.21
85.85,1041.57
85.9,1039.94
85.95,1038.31
86,1036.68
86.05,1035.05
86.1,1033.43
86.15,1031.81
86.2,1030.19
86.25,1028.58
86.3,1026.96
86.35,1025.36
86.4,1023.75
86.45,1022.15
86.5,1020.55
86.55,1018.95
86.6,1017.36
86.65,1015.77
86.7,1014.18
86.75,1012.59
86.8,1011.01
86.85,1009.43
86.9,1007.86
86.95,1006.28
87,1004.71
87.05,1003.14
87.1,1001.58
87.15,1000.02
87.2,998.46
87.25,996.9
87.3,995.35
87.35,993.8
87.4,992.25
87.45,990.7
87.5,989.16
87.55,987.62
87.6,986.09
87.65,984.55
87.7,983.02
87.75,981.49
87.8,979.97
87.85,978.45
87.9,976.93
87.95,975.41
88,973.89
88.05,972.38
88.1,970.87
88.15,969.37
88.2,967.87
88.25,966.36
88.3,964.87
88.35,963.37
88.4,961.88
88.45,960.39
88.5,958.9
88.55,957.42
88.6,955.94
88.65,954.46
88.7,952.98
88.75,951.51
88.8,950.04
88.85,948.57
88.9,947.1
88.95,945.64
89,944.18
89.05,942.72
89.1,941.27
89.15,939.82
89.2,938.37
89.25,936.92
89.3,935.47
89.35,934.03
89.4,932.59
89.45,931.16
89.5,929.72
89.55,928.29
89.6,926.86
89.65,925.44
89.7,924.01
89.75,922.59
89.8,921.17
89.85,919.76
89.9,918.34
89.95,916.93
90,915.52
90.05,914.12
90.1,912.71
90.15,911.31
90.2,909.91
90.25,908.52
90.3,907.13
90.35,905.73
90.4,904.35
90.45,902.96
90.5,901.58
90.55,900.2
90.6,898.82
90.65,897.44
90.7,896.07
90.75,894.7
90.8,893.33
90.85,891.96
90.9,890.6
90.95,889.24
91,887.88
91.05,886.52
91.1,885.17
91.15,883.82
91.2,882.47
91.25,881.12
91.3,879.78
91.35,878.44
91.4,877.1
91.45,875.76
91.5,874.43
91.55,873.09
91.6,871.76
91.65,870.44
91.7,869.11
91.75,867.79
91.8,866.47
91.85,865.15
91.9,863.84
91.95,862.52
92,861.21
92.05,859.9
92.1,858.6
92.15,857.29
92.2,855.99
92.25,854.69
92.3,853.4
92.35,852.1
92.4,850.81
92.45,849.52
92.5,848.23
92.55,846.95
92.6,845.66
92.65,844.38
92.7,843.1
92.75,841.83
92.8,840.55
92.85,839.28
92.9,838.01
92.95,836.74
93,835.48
93.05,834.22
93.1,832.95
93.15,831.7
93.2,830.44
93.25,829.19
93.3,827.93
93.35,826.69
93.4,825.44
93.45,824.19
93.5,822.95
93.55,821.71
93.6,820.47
93.65,819.24
93.7,818
93.75,816.77
93.8,815.54
93.85,814.31
93.9,813.09
93.95,811.86
94,810.64
94.05,809.42
94.1,808.21
94.15,806.99
94.2,805.78
94.25,804.57
94.3,803.36
94.35,802.16
94.4,800.95
94.45,799.75
94.5,798.55
94.55,797.35
94.6,796.16
94.65,794.96
94.7,793.77
94.75,792.58
94.8,791.4
94.85,790.21
94.9,789.03
94.95,787.85
95,786.67
95.05,785.49
95.1,784.32
95.15,783.15
95.2,781.98
95.25,780.81
95.3,779.64
95.35,778.48
95.4,777.31
95.45,776.15
95.5,775
95.55,773.84
95.6,772.69
95.65,771.53
95.7,770.38
95.75,769.23
95.8,768.09
95.85,766.94
95.9,765.8
95.95,764.66
96,763.52
96.05,762.39
96.1,761.25
96.15,760.12
96.2,758.99
96.25,757.86
96.3,756.74
96.35,755.61
96.4,754.49
96.45,753.37
96.5,752.25
96.55,751.14
96.6,750.02
96.65,748.91
96.7,747.8
96.75,746.69
96.8,745.58
96.85,744.48
96.9,743.38
96.95,742.27
97,741.18
97.05,740.08
97.1,738.98
97.15,737.89
97.2,736.8
97.25,735.71
97.3,734.62
97.35,733.54
97.4,732.45
97.45,731.37
